id,date,motion:title,motion:result,code,number,counts:yes,counts:no,counts:abstain
2023-02-28-078,2023-02-28T10:12:21+00:00,"77. Prodej podílu statutárního města Brna na pozemcích p. č. 7190/160, p. č. 7190/161, p. č. 7190/166, k. ú. Bystrc, zřízení služebnosti – návrh na změnu přílohy č. 105b zápisu Z8/40. zasedání Zastupitelstva města Brna, konaného dne 6. 9. 2022 bod č.139",pass,Z9/05,78,51,0,1
2023-02-28-077,2023-02-28T10:11:37+00:00,"76. Adresný záměr bezúplatného převodu spoluvlastnických podílů na bytových jednotkách domu č.p. 832 a záměr převodu podílů na pozemcích p. č. 703/6 a 703/1 v k. ú. Štýřice členům Bytového družstva Táborského nábřeží, družstvo",pass,Z9/05,77,47,0,3
2023-02-28-076,2023-02-28T10:10:46+00:00,"75. Návrh vzorové dohody o narovnání s bezúplatným převodem spoluvlastnických podílů města na bytových jednotkách domu Viniční 4340/80 členům Bytového družstva Viniční, družstvo, bezúplatné nabytí části pozemku p. č. 5804/6, o výměře 41 m2",pass,Z9/05,76,48,0,4
2023-02-28-075,2023-02-28T10:10:07+00:00,"74. Vymezení byt. jednotek a adresný záměr bezúplatného převodu spoluvlastnických podílů na 6 byt. jednotkách bytového domu č. p. 301 a budovy bez čp/če, stojících na p. č. 318/18, 318/19 v k. ú. Jehnice, Brno, členům Bytového družstva Zámezí, družstvo",pass,Z9/05,75,48,1,1
2023-02-28-074,2023-02-28T10:09:27+00:00,"73. Založení právnických osob společenství vlastníků jednotek pro domy č. p. 290,291,292,298,299,300, Brno-Jehnice – návrh na změnu příloh č. 47a,47b,47c,47d,47e,47f zápisu Z9/02. zasedání Zastupitelstva města Brna, konaného dne 15.11.2022, bod č. 60",pass,Z9/05,74,52,0,0
2023-02-28-073,2023-02-28T10:08:40+00:00,"72. Návrh na nezařazení domů v městské části Brno-sever a městské části Brno-střed do „Seznamu bytových a rodinných domů, které budou připravovány k prodeji“",pass,Z9/05,73,46,0,3
2023-02-28-072,2023-02-28T10:08:11+00:00,"72. Návrh na nezařazení domů v městské části Brno-sever a městské části Brno-střed do „Seznamu bytových a rodinných domů, které budou připravovány k prodeji“ - hlasování vč. návrhu pí Lukášové Spilkové",fail,Z9/05,72,17,4,25
2023-02-28-071,2023-02-28T10:04:01+00:00,71. Přehled bytů poskytnutých v celoměstském zájmu za 2. pololetí roku 2022,pass,Z9/05,71,51,0,0
2023-02-28-070,2023-02-28T10:03:32+00:00,"70. Projekt ""Dny bez bariér"" – návrh dodatku č. 1 ke smlouvě o poskytnutí návratné finanční výpomoci",pass,Z9/05,70,49,0,0
2023-02-28-069,2023-02-28T10:03:00+00:00,69. Projekt “Strengthening metropolitan cooperation and governance in centralEurope” – návrh smlouvy o poskytnutí podpory,pass,Z9/05,69,46,5,0
2023-02-28-068,2023-02-28T10:02:19+00:00,"68. Projekt ""ZŠ Heyrovského – výměna tepelných zdrojů"" – návrh smlouvy o poskytnutí podpory",pass,Z9/05,68,51,0,0
2023-02-28-067,2023-02-28T10:01:47+00:00,"67. Projekt ""Kotelna Kachlíkova – výměna tepelných zdrojů"" – návrh smlouvy o poskytnutí podpory",pass,Z9/05,67,51,0,0
2023-02-28-066,2023-02-28T10:01:12+00:00,"66. Projekt ""ZŠ Sirotkova – přístavba učeben odborných předmětů"" – změna parametrů posouzení projektu",pass,Z9/05,66,51,0,0
2023-02-28-065,2023-02-28T10:00:40+00:00,"65. Projekt ""Podpora kapacit sociální práce v sociálním bydlení"" – posouzení projektu",pass,Z9/05,65,46,0,5
2023-02-28-064,2023-02-28T10:00:09+00:00,"63. Projekt ""Aktualizace Akčního plánu pro udržitelnou energii a klima města Brna včetně emisní bilance CO2"" – posouzení projektu, návrh rozpočtového opatření",pass,Z9/05,64,51,0,0
2023-02-28-063,2023-02-28T09:59:38+00:00,"62. Projekt ""Výstavba mateřské školy v lokalitě Nad Dědinou"" – posouzení projektu, návrh rozpočtového opatření",pass,Z9/05,63,52,0,0
2023-02-28-062,2023-02-28T09:56:00+00:00,61. Projekty financované z Fondu kofinancování projektů – únor 2023 – změna názvu projektu,pass,Z9/05,62,49,0,0
2023-02-28-061,2023-02-28T09:55:26+00:00,60. Finanční prostředky Fondu kofinancování projektů – únor 2023 – návrh rozpočtového opatření,pass,Z9/05,61,45,0,5
2023-02-28-060,2023-02-28T09:54:54+00:00,"59. Návrh Dodatku č. 3 ke Smlouvě o závazku veřejné služby a vyrovnávací platbě za jeho výkon uzavřené se STAREZ – SPORT, a. s.",pass,Z9/05,60,41,0,9
2023-02-28-059,2023-02-28T09:54:17+00:00,58. Návrh dodatku č. 1 ke smlouvě č. 1522174127 o poskytování veřejné služby a podmínkách poskytnutí vyrovnávací platby za plnění závazku veřejné služby uzavřené s FabLab Brno s. r. o.,pass,Z9/05,59,42,0,6
2023-02-28-058,2023-02-28T09:53:36+00:00,"57. Návrh dodatku č. 1 ke smlouvě č. 1522174521 o poskytování veřejné služby a podmínkách poskytnutí vyrovnávací platby za plnění závazku veřejné služby uzavřené s JIC, zájmovým sdružením právnických osob",pass,Z9/05,58,48,0,0
2023-02-28-057,2023-02-28T09:52:59+00:00,"56. Návrh Dodatku č. 1 Smlouvy č. 1522094095 o poskytnutí programové neinvestiční dotace společnosti KikirikiGames, s. r. o., na projekt „The Brave Brain – vědomostní hra pro nevidomé“ v rámci dotačního programu Pro Kreativní Brno, 2. etapa",pass,Z9/05,57,44,0,5
2023-02-28-056,2023-02-28T09:49:39+00:00,"54. Návrh smlouvy o poskytnutí individuální neinvestiční dotace Brno CreativeDays s. r. o. na realizaci projektu „Brno CreativeDays 2023""",pass,Z9/05,56,47,0,5
2023-02-28-055,2023-02-28T09:48:59+00:00,"53. Návrh smlouvy o poskytnutí individuální neinvestiční dotace SNIP & CO, reklamní společnost, spol. s r.o. na realizaci projektu „Dronové show 2023""",pass,Z9/05,55,46,1,5
2023-02-28-054,2023-02-28T09:48:23+00:00,51. Návrh na poskytnutí účelové individuální neinvestiční dotace TJ TESLA BRNO z. s. na projekt „Zabezpečení celoročního provozu sportovního areálu TJ TESLA BRNO v roce 2023“ – návrh rozpočtového opatření,pass,Z9/05,54,47,0,5
2023-02-28-053,2023-02-28T09:47:49+00:00,50. Návrh na poskytnutí účelové individuální neinvestiční dotace GALANT BRNO s. r. o. na projekt „Zabezpečení celoročního provozu Sportareálu Družstevní v roce 2023“ – návrh rozpočtového opatření,pass,Z9/05,53,47,0,5
2023-02-28-052,2023-02-28T09:47:12+00:00,"49. Návrh na poskytnutí neinvestičních příspěvků Hvězdárně a planetáriu Brno, příspěvkové organizaci – návrh rozpočtového opatření",pass,Z9/05,52,46,0,4
2023-02-28-051,2023-02-28T09:46:35+00:00,48. Návrh na poskytnutí individuální neinvestiční dotace na projekt Zpřístupnění Atomového krytu 10-Z v roce 2023,pass,Z9/05,51,45,0,6
2023-02-28-050,2023-02-28T09:46:01+00:00,47. Návrh na poskytnutí individuální neinvestiční dotace na projekt Nebe plné hvězd – XIX. ročník,pass,Z9/05,50,47,0,5
2023-02-28-049,2023-02-28T09:45:23+00:00,46. Návrh na poskytnutí individuální neinvestiční dotace na projekt GO Kamera 2023,pass,Z9/05,49,46,0,5
2023-02-28-048,2023-02-28T09:44:45+00:00,45. Návrh na poskytnutí individuální neinvestiční dotace z rozpočtu města Brna dobrovolnému svazku obcí Cyklistická stezka Brno – Vídeň v roce 2023,pass,Z9/05,48,45,0,5
2023-02-28-047,2023-02-28T09:44:09+00:00,"44. Návrh na poskytnutí individuální neinvestiční dotace spolku RadoVan, z. s., na projekt Coworking pro lidi s postižením – RadoWork",pass,Z9/05,47,46,0,5
2023-02-28-046,2023-02-28T09:43:33+00:00,43. Návrh na poskytnutí individuální neinvestiční dotace společnosti AMERFO o. p. s. na projekt Dofinancování provozu sociálního podniku navazujícího na sociální služby – návrh rozpočtového opatření,pass,Z9/05,46,45,0,5
2023-02-28-045,2023-02-28T09:41:28+00:00,"42. Návrh na poskytnutí individuální neinvestiční dotace spolku 4S YOU, z. s., na projekt Regionální podnikatelský kemp Brno pro mládež z dětských domovů",pass,Z9/05,45,45,0,5
2023-02-28-044,2023-02-28T09:39:01+00:00,"41. Návrh na poskytnutí neinvestičních dotací nestátním neziskovým organizacím, které vhodným způsobem navazují na sociální služby nebo je doplňují, pro rok 2023 – program II – návrh rozpočtového opatření",pass,Z9/05,44,47,0,5
2023-02-28-043,2023-02-28T09:38:24+00:00,40. Návrh na poskytnutí neinvestičních dotací na provozní náklady středisek volného času v roce 2023,pass,Z9/05,43,50,0,0
2023-02-28-042,2023-02-28T09:37:54+00:00,39. Návrh na poskytnutí neinvestičních příspěvků základním školám na zajištění vzdělávacího projektu Příběhy našich sousedů – návrh rozpočtového opatření,pass,Z9/05,42,46,0,5
2023-02-28-041,2023-02-28T09:37:21+00:00,38. Návrh na poskytnutí účelových neinvestičních příspěvků základním školám na mezinárodní projekty v roce 2023 – návrh rozpočtového opatření,pass,Z9/05,41,46,0,5
2023-02-28-040,2023-02-28T09:36:48+00:00,37. Návrh na poskytnutí účelové neinvestiční dotace Masarykově univerzitě na vědecké populární kurzy pro žáky ZŠ ve vědeckém výukovém centru Bioskop v roce 2023 – návrh rozpočtového opatření,pass,Z9/05,40,51,0,0
2023-02-28-039,2023-02-28T09:36:12+00:00,36. Návrh na poskytnutí účelových neinvestičních dotací v programu Volnočasové aktivity dětí a mládeže v roce 2023 – návrh rozpočtového opatření,pass,Z9/05,39,51,0,1
2023-02-28-038,2023-02-28T09:35:42+00:00,35. Návrh na poskytnutí účelových neinvestičních dotací v programu Mezinárodní cena vévody z Edinburghu v roce 2023 – návrh rozpočtového opatření,pass,Z9/05,38,46,0,4
2023-02-28-037,2023-02-28T09:35:13+00:00,"34. Návrh na poskytnutí účelového neinvestičního příspěvku Muzeu města Brna, příspěvkové organizaci, na zajištění výstavy v Lipsku, v roce 2023 – návrh rozpočtového opatření",pass,Z9/05,37,52,0,0
2023-02-28-036,2023-02-28T09:32:02+00:00,33. Návrh na poskytnutí neinvestičních dotací dle dotačních programů v oblasti kultury na rok 2023 a na roky 2023-2024 – návrh rozpočtového opatření,pass,Z9/05,36,44,0,6
2023-02-28-035,2023-02-28T09:31:09+00:00,"32. Návrh na poskytnutí neinvestičních dotací na podporu aktivit oživení ploch veřejné zeleně ve městě Brně v roce 2023 – ""Nábřežít"", návrh vzorové veřejnoprávní smlouvy o poskytnutí dotace z rozpočtu města Brna, návrh rozpočtového opatření",pass,Z9/05,35,50,0,0
2023-02-28-034,2023-02-28T09:30:33+00:00,"31. Návrh na poskytnutí neinvestičních dotací na podporu aktivit k oživení ploch veřejné zeleně ve městě Brně v roce 2023 – ""Vnitroblok"", návrh vzorové veřejnoprávní smlouvy o poskytnutí dotace z rozpočtu města Brna, návrh rozpočtového opatření",pass,Z9/05,34,50,0,0
2023-02-28-033,2023-02-28T09:29:57+00:00,30. Návrh na poskytnutí dotací na podporu projektů ekologické výchovy v Brně na rok 2023 a návrh rozpočtového opatření,pass,Z9/05,33,51,0,0
2023-02-28-032,2023-02-28T09:29:25+00:00,29. Návrh na poskytnutí investičních transferů příspěvkovým organizacím zřízeným statutárním městem Brnem v působnosti Odboru zdraví MMB – návrh rozpočtového opatření,pass,Z9/05,32,51,0,0
2023-02-28-031,2023-02-28T09:28:52+00:00,28. Návrh na změnu účelu použití investičního transferu městské části Brno-střed – návrh rozpočtového opatření,pass,Z9/05,31,51,0,1
2023-02-28-030,2023-02-28T09:26:22+00:00,129. Zapojení Fondu rezerv a rozvoje v souvislosti s navýšením rozpočtu běžných výdajů Odboru strategického rozvoje a spolupráce MMB roku 2023 – návrh rozpočtového opatření,pass,Z9/05,30,44,0,8
2023-02-28-029,2023-02-28T09:23:49+00:00,128. Zapojení Fondu rezerv a rozvoje v souvislosti s konáním mezinárodní konference k výročí založení Starobrněnského kláštera a obnovou vybavení prostor na Nové radnici – návrh rozpočtového opatření,pass,Z9/05,29,51,0,0
2023-02-28-028,2023-02-28T09:23:05+00:00,"27. Zapojení Fondu rezerv a rozvoje v souvislosti s navýšením poskytnuté dotace z rozpočtu města Brna na projekt IgnisBrunensis– mezinárodní přehlídka ohňostrojů s hudbou v letech 2020-2023 - návrh rozpočtového opatření, návrh dodatku č. 2",pass,Z9/05,28,38,3,8
2023-02-28-027,2023-02-28T09:18:55+00:00,26. Zapojení Fondu rezerv a rozvoje v souvislosti s projektem rekonstrukce domova pro seniory Nopova – návrh rozpočtového opatření,pass,Z9/05,27,39,3,8
2023-02-28-026,2023-02-28T08:51:43+00:00,25. Zapojení Fondu rezerv a rozvoje v souvislosti s návrhem na poskytnutí investičního transferu městské části Brno-Chrlice – návrh rozpočtového opatření,pass,Z9/05,26,49,0,1
2023-02-28-025,2023-02-28T08:51:11+00:00,24. Zapojení Fondu rezerv a rozvoje v souvislosti s navýšením běžných a kapitálových výdajů Odboru školství a mládeže MMB v roce 2023 – návrh rozpočtového opatření,pass,Z9/05,25,48,0,1
2023-02-28-024,2023-02-28T08:50:29+00:00,23. Zapojení Fondu rezerv a rozvoje k financování kapitálových výdajů Odboru školství a mládeže MMB – návrh rozpočtového opatření,pass,Z9/05,24,45,0,3
2023-02-28-023,2023-02-28T08:49:49+00:00,22. Zapojení Fondu rezerv a rozvoje k financování běžných a kapitálových výdajů Odboru kultury MMB v roce 2023 – návrh rozpočtového opatření,pass,Z9/05,23,42,0,8
2023-02-28-022,2023-02-28T08:45:56+00:00,"21. Zapojení Fondu rezerv a rozvoje v souvislosti s návrhem na poskytnutí dotace z rozpočtu města Brna Povodí Moravy, s. p., návrh rozpočtového opatření",pass,Z9/05,22,43,0,6
2023-02-28-021,2023-02-28T08:45:21+00:00,"20. Zapojení Fondu rezerv a rozvoje v souvislosti s poskytnutím účelové neinvestiční dotace Ptačímu centru, o. p. s. – návrh rozpočtového opatření",pass,Z9/05,21,48,0,1
2023-02-28-020,2023-02-28T08:44:46+00:00,19. Zapojení Fondu rezerv a rozvoje v souvislosti s navýšením rozpočtu běžných a kapitálových výdajů Odboru životního prostředí MMB roku 2023 – návrh rozpočtového opatření,pass,Z9/05,20,48,0,3
2023-02-28-019,2023-02-28T08:44:10+00:00,18. Zapojení Fondu rezerv a rozvoje k financování běžných výdajů Odboru sportu MMB v roce 2023 – návrh rozpočtového opatření,pass,Z9/05,19,48,0,2
2023-02-28-018,2023-02-28T08:43:33+00:00,"17. Kancelář architekta města Brna, příspěvková organizace – návrh na převod části schváleného neinvestičního neúčelového příspěvku na investiční transfer, návrh rozpočtového opatření",pass,Z9/05,18,42,0,6
2023-02-28-017,2023-02-28T08:43:00+00:00,16. Návrh na poskytnutí peněžitého daru do majetku Jihomoravského filmového nadačního fondu,pass,Z9/05,17,43,4,1
2023-02-28-016,2023-02-28T08:42:28+00:00,"15. Návrh na využití prostředků Veřejné sbírky statutárního města Brna na zmírnění následků pandemie virové nemoci SARS-CoV-2, návrh darovací smlouvy se Sociálním nadačním fondem, návrh rozpočtového opatření",pass,Z9/05,16,45,5,0
2023-02-28-015,2023-02-28T08:41:08+00:00,"14. Návrh rozpočtového opatření v souvislosti s realizací projektu participativního rozpočtu ""Volejbalové kurty Lužánky""",pass,Z9/05,15,48,0,1
2023-02-28-014,2023-02-28T08:40:36+00:00,13. Asanace havarijního skalního řícení v k. ú. Pisárky – návrh rozpočtového opatření,pass,Z9/05,14,50,0,0
2023-02-28-013,2023-02-28T08:40:04+00:00,12. Aktualizace rozpočtu Odboru městské informatiky MMB – únor 2023 – návrh rozpočtového opatření,pass,Z9/05,13,46,0,3
2023-02-28-012,2023-02-28T08:39:32+00:00,11. Aktualizace rozpočtu Odboru dopravy MMB – únor 2023 – návrh rozpočtového opatření,pass,Z9/05,12,41,0,7
2023-02-28-011,2023-02-28T08:39:01+00:00,10. Návrh rozpočtového opatření – aktualizace rozpočtu zdrojů a výdajů města Brna na rok 2023,pass,Z9/05,11,42,0,8
2023-02-28-010,2023-02-28T08:37:59+00:00,10. Návrh rozpočtového opatření – aktualizace rozpočtu zdrojů a výdajů města Brna na rok 2023,pass,Z9/05,10,42,0,8
2023-02-28-009,2023-02-28T08:21:43+00:00,"8. Návrh obecně závazné vyhlášky statutárního města Brna, kterou se mění a doplňuje obecně závazná vyhláška statutárního města Brna č. 3/2017, kterou se stanoví školské obvody mateřských škol, ve znění pozdějších vyhlášek",pass,Z9/05,9,47,0,0
2023-02-28-008,2023-02-28T08:21:06+00:00,"7. Návrh obecně závazné vyhlášky statutárního města Brna, kterou se mění a doplňuje obecně závazná vyhláška statutárního města Brna č. 2/2017, kterou se stanoví školské obvody základních škol, ve znění pozdějších vyhlášek",pass,Z9/05,8,50,0,0
2023-02-28-007,2023-02-28T08:16:20+00:00,6. Návrh Memoranda o porozumění mezi statutárním městem Brnem a městem Tchao-jüan na Tchaj-wanu.,pass,Z9/05,7,45,4,0
2023-02-28-006,2023-02-28T08:15:33+00:00,5. Návrh na změnu delegování zástupce statutárního města Brna na všech valných shromážděních a jednáních Partnerství pro městskou mobilitu,pass,Z9/05,6,43,0,5
2023-02-28-005,2023-02-28T08:15:01+00:00,4. Návrh na zvolení členů Rady Klubu zastupitelů města Brna,pass,Z9/05,5,48,0,0
2023-02-28-004,2023-02-28T08:14:30+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program",pass,Z9/05,4,48,0,0
2023-02-28-003,2023-02-28T08:14:01+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program - hlasování o zařazení bodu č. 128, 129, 130,131",pass,Z9/05,3,50,0,0
2023-02-28-002,2023-02-28T08:13:35+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program - hlasování o stažení bodu č. 9, 52, 55, 64, 105, 125, 126",pass,Z9/05,2,48,0,0
2023-02-28-001,2023-02-28T08:09:55+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - ověřovatelé zápisu",pass,Z9/05,1,47,0,0
2023-01-24-068,2023-01-24T09:39:42+00:00,86. Návrh pověření Kontrolního výboru ZMB provedením kontroly,pass,Z9/04,68,51,0,1
2023-01-24-067,2023-01-24T09:39:21+00:00,86. Návrh pověření Kontrolního výboru ZMB provedením kontroly,pass,Z9/04,67,51,0,1
2023-01-24-066,2023-01-24T09:34:18+00:00,"85. Projekt “Přístavba výukového pavilonu k Základní škole Brno, Otevřená 20a, příspěvková organizace“ – posouzení projektu",pass,Z9/04,66,52,0,0
2023-01-24-065,2023-01-24T09:33:15+00:00,"84. Návrh změny stanov obchodní společnosti STAREZ – SPORT, a. s.",pass,Z9/04,65,40,2,7
2023-01-24-064,2023-01-24T09:30:57+00:00,"82. Návrh Smlouvy o spolupráci při výstavbě veřejné infrastruktury „Novostavba bytového domu na parc. č. 587/3“, návrh Zástavní smlouvy k nemovitým věcem",pass,Z9/04,64,50,0,0
2023-01-24-063,2023-01-24T09:30:19+00:00,"80. Návrh na odnětí majetku spoluvlastnického podílu id. 1/6 pozemku p. č. 2712/171 v k. ú. Černovice, městské části Brno-střed",pass,Z9/04,63,51,0,0
2023-01-24-062,2023-01-24T09:29:50+00:00,Body č. 77-79,pass,Z9/04,62,52,0,0
2023-01-24-061,2023-01-24T09:28:59+00:00,"76. Nabídka předkupního práva ke stavbě č. e. 57, způsob využití rodinná rekreace, postavené na pozemcích p. č. 4761/2 a p. č. 4754/2, vše v k. ú. Tuřany - var. A",pass,Z9/04,61,33,1,16
2023-01-24-060,2023-01-24T09:26:39+00:00,"75. Nabídka předkupního práva ke stavbě č. e. 301, způsob využití rodinná rekreace, postavené na pozemku p. č. 794/3 v k. ú. Nový Lískovec",pass,Z9/04,60,49,0,0
2023-01-24-059,2023-01-24T09:26:08+00:00,"74. Nabídka předkupního práva ke stavbě č. e. 282, způsob využití rodinná rekreace, postavené na pozemku p. č. 1278 v k. ú. Nový Lískovec",pass,Z9/04,59,40,0,9
2023-01-24-058,2023-01-24T09:24:55+00:00,Body č. 69-73,pass,Z9/04,58,49,0,0
2023-01-24-057,2023-01-24T09:23:49+00:00,Body č. 64-66,pass,Z9/04,57,49,0,0
2023-01-24-056,2023-01-24T09:23:00+00:00,"63. Návrh budoucího prodeje částí pozemků p. č. 365/1, 501, 505/1, 505/5 a pozemku p. č. 474/9 v k. ú. Nový Lískovec, návrh na budoucí zřízení služebnosti, návrh prodeje částí pozemků p. č. 505/5, 508 v k. ú. Nový Lískovec",pass,Z9/04,56,50,0,0
2023-01-24-055,2023-01-24T09:22:20+00:00,62. Návrh prodeje části pozemku p. č. 2147/2 k. ú. Kohoutovice,pass,Z9/04,55,51,0,0
2023-01-24-054,2023-01-24T09:21:52+00:00,61. Návrh prodeje části pozemku p. č. 2746/2 v k. ú. Bohunice a zřízení služebnosti,pass,Z9/04,54,50,0,0
2023-01-24-053,2023-01-24T09:21:21+00:00,"60. Návrh prodeje pozemků pod garážemi v garážovém dvoře při ulici Bačovského, části pozemku p. č. 3071/17, vše v k. ú. Líšeň",pass,Z9/04,53,47,0,4
2023-01-24-052,2023-01-24T09:20:46+00:00,"59. Návrh prodeje pozemku p. č. 9149/9 v k. ú. Židenice, městská část Brno-Vinohrady",pass,Z9/04,52,39,0,12
2023-01-24-051,2023-01-24T09:20:14+00:00,Body č. 54-58,pass,Z9/04,51,51,0,0
2023-01-24-050,2023-01-24T09:19:35+00:00,53. Návrh prodeje pozemku p. č. 320/2 v k. ú. Horní Heršpice,pass,Z9/04,50,47,0,5
2023-01-24-049,2023-01-24T09:19:03+00:00,52. Návrh prodeje pozemku p. č. 2891/5 v k. ú. Žebětín,pass,Z9/04,49,52,0,0
2023-01-24-048,2023-01-24T09:18:30+00:00,51. Návrh prodeje pozemku p. č. 259 v k. ú. Slatina,pass,Z9/04,48,47,0,4
2023-01-24-047,2023-01-24T09:17:58+00:00,50. Návrh prodeje pozemku p. č. 1808 v k. ú. Černovice,pass,Z9/04,47,49,0,1
2023-01-24-046,2023-01-24T09:17:26+00:00,49. Návrh prodeje pozemku p. č. 2247/2 k. ú. Maloměřice,pass,Z9/04,46,43,0,7
2023-01-24-045,2023-01-24T09:16:54+00:00,48. Návrh prodeje pozemku p. č. 2206 k. ú. Řečkovice,pass,Z9/04,45,53,0,0
2023-01-24-044,2023-01-24T09:15:30+00:00,"47. Záměr prodeje bytových jednotek v domě Veveří 110, 112, 114, Brno, s podílem na pozemcích p. č. 2824/1, p. č. 2824/2, k. ú. Žabovřesky Žádost MČ Brno-Žabovřesky o předchozí souhlas ZMB k prodeji bytových jednotek za cenu nižší než cenu obvyklou",pass,Z9/04,44,43,1,6
2023-01-24-043,2023-01-24T09:14:40+00:00,"45. Záměr prodeje volné vymezené jednotky č. 2521/5 v domě Pešinova 8, Brno",pass,Z9/04,43,40,0,10
2023-01-24-042,2023-01-24T09:14:07+00:00,"44. Záměr prodeje volné vymezené bytové jednotky č. 426/16 v domě Úvoz 59a, Brno",pass,Z9/04,42,41,0,9
2023-01-24-041,2023-01-24T09:13:37+00:00,"43. Návrh na vyjmutí rodinného domu Táborská 30, Brno, včetně pozemku ze ""Seznamu bytových a rodinných domů, které budou připravovány k prodeji""",pass,Z9/04,41,51,0,0
2023-01-24-040,2023-01-24T09:13:07+00:00,"42. Návrh na vyjmutí bytového domu Čelakovského 1/Táborská 192, Brno, včetně pozemku, ze „Seznamu bytových a rodinných domů, které budou připravovány k prodeji“",pass,Z9/04,40,52,0,0
2023-01-24-039,2023-01-24T09:12:36+00:00,"41. Žádost o prominutí příslušenství dluhu za nájem bytu č. 2 v domě Bělohorská 3069/65, Brno",pass,Z9/04,39,52,0,0
2023-01-24-038,2023-01-24T09:12:06+00:00,40. Odpis nákladů zmařené investice z účtu nedokončených investic,pass,Z9/04,38,42,0,10
2023-01-24-037,2023-01-24T09:11:37+00:00,"39. Projekt ""Sanace skalního řícení v ulici Práčata, městská část Brno-Bosonohy"" – posouzení projektu",pass,Z9/04,37,51,0,0
2023-01-24-036,2023-01-24T09:11:07+00:00,"38. Projekt ""Programové zabydlování domácností v bytové nouzi s využitím metody HousingFirst"" – rozhodnutí o poskytnutí dotace",pass,Z9/04,36,45,6,0
2023-01-24-035,2023-01-24T09:10:36+00:00,37. Projekty financované z Fondu kofinancování projektů – leden 2023 – návrh rozpočtového opatření,pass,Z9/04,35,45,0,6
2023-01-24-034,2023-01-24T09:10:05+00:00,36. Finanční prostředky Fondu kofinancování projektů – leden 2023 – návrh rozpočtového opatření,pass,Z9/04,34,51,0,0
2023-01-24-033,2023-01-24T09:09:37+00:00,35. Projekt Regionální inovační strategie Jihomoravského kraje „Brno Ph.D. Talent“ - návrh dodatku č. 1 ke smlouvě č. 1522173539 o poskytování veřejné služby a podmínkách poskytnutí vyrovnávací platby za plnění závazku veřejné služby,pass,Z9/04,33,51,0,0
2023-01-24-032,2023-01-24T09:09:00+00:00,"34. Projekt Regionální inovační strategie Jihomoravského kraje ""Brno Expat Centre"" – návrh dodatku č. 1 ke smlouvě č. 1522172848 o poskytování veřejné služby a podmínkách poskytnutí vyrovnávací platby za plnění závazku veřejné služby",pass,Z9/04,32,46,0,6
2023-01-24-031,2023-01-24T09:08:24+00:00,"33. Rozdělení finančních prostředků na projekty participativního rozpočtu – výsledky hlasování, návrh rozpočtového opatření",pass,Z9/04,31,52,0,0
2023-01-24-030,2023-01-24T09:07:53+00:00,"32. Návrh na poskytnutí dotací organizacím poskytujícím služby zdravotnické, služby v oblasti podpory rodinné politiky, podpory neformálních pečovatelů a podpory prevence domácího násilí na rok 2023",pass,Z9/04,30,52,0,0
2023-01-24-029,2023-01-24T09:07:16+00:00,30. Návrh dodatku č. 1 ke Smlouvě o poskytnutí individuální dotace z rozpočtu města Brna v letech 2022–2026 uzavřené s Janáčkovou akademií múzických umění na projekt Mezinárodní soutěž Leoše Janáčka v Brně,pass,Z9/04,29,51,0,0
2023-01-24-028,2023-01-24T09:06:35+00:00,29. Návrh na uzavření smluv o poskytnutí jednoletých individuálních dotací z rozpočtu města Brna v oblasti kultury v roce 2023,pass,Z9/04,28,42,0,8
2023-01-24-027,2023-01-24T09:05:44+00:00,28. Návrh na uzavření smluv o poskytnutí víceletých individuálních dotací z rozpočtu města Brna v oblasti kultury v letech 2023–2025,pass,Z9/04,27,41,1,8
2023-01-24-026,2023-01-24T09:02:41+00:00,27. Návrh na poskytnutí finančních podílů z rozpočtu města Brna na projekty prevence kriminality v roce 2023 - návrh rozpočtového opatření,pass,Z9/04,26,52,0,0
2023-01-24-025,2023-01-24T09:02:09+00:00,26. Návrh na poskytnutí dotací na Městský program prevence kriminality v Brně na rok 2023 – návrh rozpočtového opatření,pass,Z9/04,25,50,0,0
2023-01-24-024,2023-01-24T09:01:40+00:00,25. Návrh na poskytnutí neinvestičních dotací na projekty v rámci Dotačního programu politiky statutárního města Brna v oblasti drog a závislostí na rok 2023 – návrh rozpočtového opatření,pass,Z9/04,24,47,0,4
2023-01-24-023,2023-01-24T09:01:07+00:00,24. Návrh na poskytnutí individuálních neinvestičních dotací na rok 2023 organizacím poskytujícím služby v souladu se Strategií politiky statutárního města Brna v oblasti drog a závislostí na období 2022-2025,pass,Z9/04,23,46,0,4
2023-01-24-022,2023-01-24T09:00:30+00:00,"23. Návrh na poskytnutí individuální neinvestiční dotace Potravinové bance pro Brno a Jihomoravský kraj, z. s. – návrh rozpočtového opatření",pass,Z9/04,22,45,0,6
2023-01-24-021,2023-01-24T08:59:57+00:00,22. Návrh na poskytnutí individuální neinvestiční dotace Sociálnímu nadačnímu fondu – návrh rozpočtového opatření,pass,Z9/04,21,43,0,6
