id,date,motion:title,motion:result,code,number,counts:yes,counts:no,counts:abstain
2022-10-20-011,2022-10-20T09:16:59+00:00,7. Volba náměstkyň/náměstků primátorky města Brna - volba 2. náměstkyně/náměstka - Mgr. Jaroslav Suchý,pass,Z9/01,11,46,5,3
2022-10-20-010,2022-10-20T09:09:36+00:00,7. Volba náměstkyň/náměstků primátorky města Brna - volba 1. náměstkyně/náměstka - Mgr. René Černý,pass,Z9/01,10,42,5,7
2022-10-20-009,2022-10-20T08:59:34+00:00,6. Volba primátorky/primátora města Brna - JUDr. Markéta Vaňková,pass,Z9/01,9,42,5,7
2022-10-20-008,2022-10-20T08:58:20+00:00,6. Volba primátorky/primátora města Brna - JUDr. Markéta Vaňková,pass,Z9/01,8,41,5,7
2022-10-20-007,2022-10-20T08:48:06+00:00,"5. Volební řád pro volbu primátora, náměstků primátora, dalších členů Rady města Brna a pro volbu dalších dlouhodobě uvolněných členů Zastupitelstva města Brna a volební komise pro jejich volbu - volba volební komise",pass,Z9/01,7,53,0,1
2022-10-20-006,2022-10-20T08:45:21+00:00,"4. Určení funkcí, pro které budou členky/členové Zastupitelstva města Brna dlouhodobě uvolněny/uvolněni - 2. část usnesení",pass,Z9/01,6,45,0,7
2022-10-20-005,2022-10-20T08:43:33+00:00,"4. Určení funkcí, pro které budou členky/členové Zastupitelstva města Brna dlouhodobě uvolněny/uvolněni",pass,Z9/01,5,47,0,7
2022-10-20-004,2022-10-20T08:40:58+00:00,3. Zřízení výborů Zastupitelstva města Brna a stanovení počtu jejich členek/členů,pass,Z9/01,4,53,0,0
2022-10-20-003,2022-10-20T08:38:57+00:00,2. Stanovení počtu členek/členů Rady města Brna,pass,Z9/01,3,54,0,0
2022-10-20-002,2022-10-20T08:37:35+00:00,1. Technický bod - program,pass,Z9/01,2,54,0,0
2022-10-20-001,2022-10-20T08:36:15+00:00,1. Technický bod - ověřovatelé zápisu,pass,Z9/01,1,53,0,0
